"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Mirta, B.; Enrique, M.C.; Liliam, A.","Mirta, Brítez (59167976100); Enrique, Montiel Carlos (59168227700); Liliam, Alderete (59168621400)","59167976100; 59168227700; 59168621400","The ChatGPT: Revolutionizing Research with AI","2024","Anais da Academia Brasileira de Ciencias","96","3","e20230862","","","2","10.1590/0001-3765202420230862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195658842&doi=10.1590%2F0001-3765202420230862&partnerID=40&md5=ca0de691df89bb9d2a39027d71fc3d8e","Universidad Nacional del Este, Ciudad del Este, Alto Parana, Paraguay","Mirta, Brítez, Universidad Nacional del Este, Ciudad del Este, Alto Parana, Paraguay; Enrique, Montiel Carlos, Universidad Nacional del Este, Ciudad del Este, Alto Parana, Paraguay; Liliam, Alderete, Universidad Nacional del Este, Ciudad del Este, Alto Parana, Paraguay","Artificial Intelligence; ChatGPT; Google Scholar; Higher Education; Scopus; Web of Science","Academia Brasileira de Ciencias","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85195658842"
"Koshti, D.; Gupta, A.; Kalla, M.; Kanjilal, P.; Shanbhag, S.; Karkera, N.","Koshti, Dipali (57216414143); Gupta, Ashutosh (59046520000); Kalla, Mukesh (57218448633); Kanjilal, Pramit (58961933600); Shanbhag, Sushant (58962369700); Karkera, Nirmit (58962518600)","57216414143; 59046520000; 57218448633; 58961933600; 58962369700; 58962518600","EDUVQA – Visual Question Answering: An Educational Perspective","2024","Journal of Advanced Research in Applied Sciences and Engineering Technology","42","1","","144","157","0","10.37934/araset.42.1.144157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188995300&doi=10.37934%2Faraset.42.1.144157&partnerID=40&md5=43bd498e78ec9132d555d292b51b4235","Department of Computer Science and Engineering, Sir Padampat Singhania University, Udaipur, RJ, India; Department of Electronics and Computer Science, Fr. Conceicao Rodrigures College of Engineering, Mumbai, MH, India","Koshti, Dipali, Department of Computer Science and Engineering, Sir Padampat Singhania University, Udaipur, RJ, India; Gupta, Ashutosh, Department of Computer Science and Engineering, Sir Padampat Singhania University, Udaipur, RJ, India; Kalla, Mukesh, Department of Computer Science and Engineering, Sir Padampat Singhania University, Udaipur, RJ, India; Kanjilal, Pramit, Department of Electronics and Computer Science, Fr. Conceicao Rodrigures College of Engineering, Mumbai, MH, India; Shanbhag, Sushant, Department of Electronics and Computer Science, Fr. Conceicao Rodrigures College of Engineering, Mumbai, MH, India; Karkera, Nirmit, Department of Electronics and Computer Science, Fr. Conceicao Rodrigures College of Engineering, Mumbai, MH, India","Domain-specific VQA; Educational VQA; Fact-based VQA","Semarak Ilmu Publishing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85188995300"
"Ekersular, M.N.; Alkan, A.","Ekersular, Mahmut Nedim (58668559500); Alkan, Ahmet (56261391700)","58668559500; 56261391700","Detection of COVID-19 Disease with Machine Learning Algorithms from CT Images","2024","Gazi University Journal of Science","37","1","","169","181","8","10.35378/gujs.1150388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186193061&doi=10.35378%2Fgujs.1150388&partnerID=40&md5=2c24fce0886677c4e2651d35987583d1","Department of Electrical and Electronic Engineering, Kahramanmaras Sütçü Imam Üniversitesi, Kahramanmaras, Kahramanmaras, Turkey","Ekersular, Mahmut Nedim, Department of Electrical and Electronic Engineering, Kahramanmaras Sütçü Imam Üniversitesi, Kahramanmaras, Kahramanmaras, Turkey; Alkan, Ahmet, Department of Electrical and Electronic Engineering, Kahramanmaras Sütçü Imam Üniversitesi, Kahramanmaras, Kahramanmaras, Turkey","Classification; Computerized; COVID-19; Local binary pattern; Machine learning; tomography","Gazi Universitesi","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85186193061"
"Baals, L.J.; Osterrieder, J.R.; Hadji-Misheva, B.; Liu, Y.","Baals, Lennart John (57951946100); Osterrieder, Joerg R. (57215801934); Hadji-Misheva, Branka (57205740450); Liu, Yiting (58549001800)","57951946100; 57215801934; 57205740450; 58549001800","Towards a new PhD Curriculum for Digital Finance","2024","Open Research Europe","4","","7","","","1","10.12688/openreseurope.16513.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184037348&doi=10.12688%2Fopenreseurope.16513.1&partnerID=40&md5=8681eba664e474437a702d5943d97371","Institute for Applied Data Science and Finance, Berner Fachhochschule, Bern, BE, Switzerland; Department of High-Tech Business and Entrepreneurship, Universiteit Twente, Enschede, Overijssel, Netherlands","Baals, Lennart John, Institute for Applied Data Science and Finance, Berner Fachhochschule, Bern, BE, Switzerland; Osterrieder, Joerg R., Institute for Applied Data Science and Finance, Berner Fachhochschule, Bern, BE, Switzerland, Department of High-Tech Business and Entrepreneurship, Universiteit Twente, Enschede, Overijssel, Netherlands; Hadji-Misheva, Branka, Institute for Applied Data Science and Finance, Berner Fachhochschule, Bern, BE, Switzerland; Liu, Yiting, Institute for Applied Data Science and Finance, Berner Fachhochschule, Bern, BE, Switzerland","Artificial Intelligence (AI); Blockchain Technology; Digital Finance; Financial Education and Training; Sustainable Finance","F1000 Research Ltd","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85184037348"
"Yoon, J.-Y.; Gweon, G.; Yoo, Y.J.","Yoon, Ji-young (58797042800); Gweon, Gahgene (13005227000); Yoo, Yun-joo (7201926465)","58797042800; 13005227000; 7201926465","Supervised diagnostic classification of cognitive attributes using data augmentation","2024","PLoS ONE","19","1 January","e0296464","","","3","10.1371/journal.pone.0296464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181633860&doi=10.1371%2Fjournal.pone.0296464&partnerID=40&md5=8e3d4d5c9cdc7343d8332f7542e5feed","Department of Mathematics Education, Seoul National University, Seoul, South Korea; Department of Intelligence and Information, Seoul National University, Seoul, South Korea","Yoon, Ji-young, Department of Mathematics Education, Seoul National University, Seoul, South Korea; Gweon, Gahgene, Department of Intelligence and Information, Seoul National University, Seoul, South Korea; Yoo, Yun-joo, Department of Mathematics Education, Seoul National University, Seoul, South Korea","","Public Library of Science","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85181633860"
"Xu, X.; Wang, X.; Zhang, Y.; Zheng, R.","Xu, Xiaoshu (57204963765); Wang, Xibing (58591366200); Zhang, Yunfeng (57285601600); Zheng, Rong (58486506600)","57204963765; 58591366200; 57285601600; 58486506600","Applying ChatGPT to tackle the side effects of personal learning environments from learner and learning perspective: An interview of experts in higher education","2024","PLoS ONE","19","1 January","e0295646","","","42","10.1371/journal.pone.0295646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181557177&doi=10.1371%2Fjournal.pone.0295646&partnerID=40&md5=1197430375798718c0d0e70401bcda87","School of Foreign Studies, Wenzhou University, Wenzhou, Zhejiang, China; School of Information Engineering, Yunnan Vocational College of Mechanical and Electrical Technology, Kunming, Yunnan, China; Centre for Portuguese Studies, Macao Polytechnique University, Macau, Macao; School of Education, Baoshan University, Baoshan, Yunnan, China; Graduate School, Stamford International University, Bangkok, Thailand","Xu, Xiaoshu, School of Foreign Studies, Wenzhou University, Wenzhou, Zhejiang, China; Wang, Xibing, School of Information Engineering, Yunnan Vocational College of Mechanical and Electrical Technology, Kunming, Yunnan, China, Centre for Portuguese Studies, Macao Polytechnique University, Macau, Macao; Zhang, Yunfeng, School of Education, Baoshan University, Baoshan, Yunnan, China; Zheng, Rong, Centre for Portuguese Studies, Macao Polytechnique University, Macau, Macao, Graduate School, Stamford International University, Bangkok, Thailand","","Public Library of Science","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85181557177"
"Banafi, W.","Banafi, Wedad (59718939300)","59718939300","A review of the role of artificial intelligence in Journalism","2024","Edelweiss Applied Science and Technology","8","6","","3951","3961","6","10.55214/25768484.v8i6.2865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001629902&doi=10.55214%2F25768484.v8i6.2865&partnerID=40&md5=e0005e4475c61c109efc02f72f77b3f6","Department of Media and Communication, King Khalid University, Abha, Asir, Saudi Arabia","Banafi, Wedad, Department of Media and Communication, King Khalid University, Abha, Asir, Saudi Arabia","Artificial intelligence; Content; Data; Ethics; Journalism","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001629902"
"Alsenany, S.A.; Almaraira, O.A.; Mansour, S.E.-S.","Alsenany, Samira Ahmed (55617535100); Almaraira, Obay A. (57773172000); Mansour, Suzan El Said (58206946600)","55617535100; 57773172000; 58206946600","Nursing students’ perception and attitudes toward utilization of artificial intelligence in health care","2024","Edelweiss Applied Science and Technology","8","6","","663","670","2","10.55214/25768484.v8i6.2138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001621858&doi=10.55214%2F25768484.v8i6.2138&partnerID=40&md5=d62fd914e18b6de807fdcb411004b33a","Public Health Department, Faculty of Nursing, King Abdulaziz University, Jeddah, Makkah Province, Saudi Arabia; Vision Medical College in Jeddah, Jeddah, Makkah Province, Saudi Arabia; Woman’s Health& Midwifery Nursing, Vision Medical College in Jeddah, Jeddah, Makkah Province, Saudi Arabia; Woman's Health and Midwifery Nursing, Faculty of Nursing, Mansoura, Dakahlia, Egypt","Alsenany, Samira Ahmed, Public Health Department, Faculty of Nursing, King Abdulaziz University, Jeddah, Makkah Province, Saudi Arabia; Almaraira, Obay A., Vision Medical College in Jeddah, Jeddah, Makkah Province, Saudi Arabia; Mansour, Suzan El Said, Woman’s Health& Midwifery Nursing, Vision Medical College in Jeddah, Jeddah, Makkah Province, Saudi Arabia, Woman's Health and Midwifery Nursing, Faculty of Nursing, Mansoura, Dakahlia, Egypt","Artificial intelligence; Attitude; Perception & nursing students","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001621858"
"Kwon, J.","Kwon, Jungin (57203927056)","57203927056","Enhancing ethical awareness through generative AI literacy: A study on user engagement and competence","2024","Edelweiss Applied Science and Technology","8","6","","4136","4145","4","10.55214/25768484.v8i6.2904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001614753&doi=10.55214%2F25768484.v8i6.2904&partnerID=40&md5=c790b2304ca094a62cd47a328ce78777","Department of Kyedang General Eduaction, Sangmyung University, Jongno-gu, Seoul, South Korea","Kwon, Jungin, Department of Kyedang General Eduaction, Sangmyung University, Jongno-gu, Seoul, South Korea","ARDL; Economic growth; Financial liberalization; Vietnam","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001614753"
"Ding, H.","Ding, Huanhuan (58196782400)","58196782400","Application of artificial intelligence in career development of women in STEM field: Counseling, network construction and recruitment","2024","Edelweiss Applied Science and Technology","8","6","","3569","3577","1","10.55214/25768484.v8i6.2755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001613978&doi=10.55214%2F25768484.v8i6.2755&partnerID=40&md5=a0cac6beb1194ef2ebe6d0157088e880","UCSI University, Kuala Lumpur, Malaysia; School of Management, Guangzhou Xinhua University, Guangzhou, Guangdong, China","Ding, Huanhuan, UCSI University, Kuala Lumpur, Malaysia, School of Management, Guangzhou Xinhua University, Guangzhou, Guangdong, China","Artificial intelligence; Career development; Counseling; Network construction; Recruitment; STEM","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001613978"
"Mugambiwa, S.","Mugambiwa, Shingirai Stanley (57193531313)","57193531313","Reaping the rewards with minimal toil: Evaluating the polemics of artificial intelligence in academia and the future of academic writing","2024","Edelweiss Applied Science and Technology","8","6","","3535","3541","1","10.55214/25768484.v8i6.2752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001603787&doi=10.55214%2F25768484.v8i6.2752&partnerID=40&md5=5b989b0638ba8c17289a7e971b716227","Department of Social Work, University of Limpopo, Sovenga, South Africa","Mugambiwa, Shingirai Stanley, Department of Social Work, University of Limpopo, Sovenga, South Africa","Academic integrity; Academic writing; Artificial intelligence; Efficiency; Ethics","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001603787"
"Azab, R.S.; Ismail, H.H.","Azab, Rania S. (57225192996); Ismail, Hosameldin H. (57223389600)","57225192996; 57223389600","Legal and economic assessment of Neuralink: Between today's challenges and future aspirations analytical descriptive study","2024","Edelweiss Applied Science and Technology","8","6","","5025","5040","0","10.55214/25768484.v8i6.3106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001601422&doi=10.55214%2F25768484.v8i6.3106&partnerID=40&md5=cd8ecb6904e6a81c5633daa6dd85b890","Department of Law, Northern Border University, Arar, Al Hudud ash Shamaliyah, Saudi Arabia; Applied College, Northern Border University, Arar, Al Hudud ash Shamaliyah, Saudi Arabia; Industrial Relations Division, Workers University, Zagazig, Egypt","Azab, Rania S., Department of Law, Northern Border University, Arar, Al Hudud ash Shamaliyah, Saudi Arabia; Ismail, Hosameldin H., Department of Law, Northern Border University, Arar, Al Hudud ash Shamaliyah, Saudi Arabia, Applied College, Northern Border University, Arar, Al Hudud ash Shamaliyah, Saudi Arabia, Industrial Relations Division, Workers University, Zagazig, Egypt","Brain computer interface (BCI); Brain machine interface; Informed consent; Privacy; Social and economic impacts-AI","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105001601422"
"Höller, S.; Dilger, T.; Spiess, T.; Ploder, C.; Bernsteiner, R.","Höller, Sonja (58819850700); Dilger, Thomas (57209416249); Spiess, Teresa (57209231195); Ploder, Christian (24778492700); Bernsteiner, Reinhard C. (56086543100)","58819850700; 57209416249; 57209231195; 24778492700; 56086543100","Awareness of Unethical Artificial Intelligence and its Mitigation Measures","2023","European Journal of Interdisciplinary Studies","15","2","","67","89","6","10.24818/ejis.2023.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182630875&doi=10.24818%2Fejis.2023.17&partnerID=40&md5=2e228ad57be65674574555ad8ce00352","MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria","Höller, Sonja, MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria; Dilger, Thomas, MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria; Spiess, Teresa, MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria; Ploder, Christian, MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria; Bernsteiner, Reinhard C., MCI - The Entrepreneurial School, Innsbruck, Tyrol, Austria","algorithmic fairness; artificial intelligence; biased artificial intelligence; ethical AI; IT-audit","Bucharest University of Economic Studies","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85182630875"
